country_KR,city_EN,city_KR
사우디아라비아,Wadi ad-Dawasir,와디 앗 다와시르
수단,Wadi Halfa,와디 할파
오스트레일리아,Wagga Wagga,와가와가
미국,Kamuela,카무엘라
미국,Fort Wainwright,포트 웨인라이트
케냐,Wajir,와지르
피지,Wakaya Island,와카야 섬
일본,Wakkanai,왓카나이
바누아투,Walaha,왈라하
미국,Wales,웨일스
미국,Walla Walla,왈라왈라
나미비아,Walvis Bay,왈비스베이
인도네시아,Wamena,와메나
뉴질랜드,Wanaka,와나카
대만,Wang'an,왕안
파푸아뉴기니,Wanigela,와니겔라
중국,Wanzhou,완저우
파푸아뉴기니,Wapenamanda,와페나만다
인도,Warangal,와랑갈
오스트레일리아,WarraberIs,와라베르 제도
나이지리아,Warri,와리
오스트레일리아,Warrnambool,워넘불
폴란드,Warsaw,바르샤바
폴란드,Warsaw,바르샤바
인도네시아,Tanjung,탄중
미국,Washington ,워싱턴
미국,Washington,워싱턴
캐나다,Waskaganish,와스카가니시
니카라과,Waspam,와스팜
미국,Waterfall,워터폴
아일랜드,Waterford,워터포드
미국,Waterloo,워털루
미국,Watertown,워터타운
미국,Watertown,워터타운
캐나다,Watson Lake,왓슨 레이크
라오스,Vientiane,비엔티안
수단,Wau,와우
미국,Waukesha,워키샤
인도네시아,Way Tuba,와이 투바
미국,Fort Leonard Wood,포트 레너드 우드
캐나다,Webequie,위베퀴
스리랑카,Weerawila,위라윌라
독일,Weeze,베체
중국,Weifang,웨이팡
중국,Weihai,웨이하이
오스트레일리아,Weipa,웨이파
캐나다,Wekweeti,웨크위티
뉴질랜드,Wellington,웰링턴
캐나다,Wemindji,웨민지
중국,Wenshan,원산
중국,Wenzhou,원저우
오스트레일리아,West Angelas,웨스트 안젤라스
캐나다,Castlegar,캐슬가
인도네시아,Melak,멜락
미국,West Michigan,웨스트 미시간
미국,West Point,웨스트 포인트
미국,Westcheste,웨스트체스터
미국,Westerly,웨스터리
미국,Scottsbluff,스코츠블러프
미국,Westfield-Springfield,웨스트필드-스프링필드
미국,Springfield,스프링필드
뉴질랜드,Westport,웨스트포트
영국,Westray,웨스트레이
파푸아뉴기니,Wewak,웨와크
뉴질랜드,Whakatane,와카타네
캐나다,Whale Cove,웨일 코브
뉴질랜드,Whanganui,왕가누이
뉴질랜드,Whangarei,왕가레이
캐나다,Whati,와티
미국,White Mountain,화이트 마운틴
바누아투,Tanna Island,탄나 섬
오스트레일리아,Proserpine,프로서파인
오스트레일리아,Whyalla,와이알라
캐나다,Wiarton,위어턴
미국,Wichita,위치타
미국,Wichita,위치타
미국,Wichita Falls,위치타 폴스
영국,Wick,위크
미국,Wildman Lake,와일드맨 레이크
미국,Barrow,배로
미국,Pittston Township,피츠턴 타운십
미국,Oklahoma,오클라호마
미국,Houston,휴스턴
미국,Port Angeles,포트앤젤레스
캐나다,Williams Harbour,윌리엄스 하버
캐나다,Williams Lake,윌리엄스 레이크
미국,Marion,마리온
미국,Williamsport,윌리엄스포트
미국,Williston,윌리스턴
미국,Detroit,디트로이트
미국,Wilmington,윌밍턴
미국,Wilmington,윌밍턴
미국,Wilmington,윌밍턴
케냐,Nairobi,나이로비
오스트레일리아,Wiluna,윌루나
이디오피아,Jijiga,지지가
오스트레일리아,Windorah,윈도라
캐나다,Windsor,윈저
캐나다,Winnipeg,위니펙
미국,Winter Haven,윈터 헤이븐
오스트레일리아,Winton,윈턴
파푸아뉴기니,Wipim,위핌
미국,Oshkosh,오시코시
파푸아뉴기니,Woitape,워이타페
마샬 군도,Woja,워자
캐나다,Wollaston Lake,울러스턴 레이크
남아프리카,Pretoria,프리토리아
대한민국,Wonju,원주
인도네시아,Lewoleba,레올레바
뉴질랜드,Blenheim,블레넘
오스트레일리아,Woodie Woodie,우디 우디
미국,Worcester,우스터
미국,Worland,워랜드
마샬 군도,Wotho Atoll,워토 아톨
마샬 군도,Wotje Atoll,워체 아톨
미국,Wrangell,랭겔
폴란드,WrocLaw,브로츠와프
중국,Wudalianchi,우다롄츠
중국,Wuhai,우하이
중국,Wuhan,우한
중국,Wuhan,우한
중국,Wuhu,우후
캐나다,Wunnummin Lake,우눔민 레이크
중국,Wuyishan,우이산
중국,Wuzhou,우저우
중국,Wuzhou,우저우
모잠비크,XaiXai,샤이샤이
몰타,Xewkija,셰우키야
중국,Xiamen,샤먼
중국,Xi'an,시안
중국,Xiangxi,샹시
중국,Xiangyang,샹양
중국,Xichang,시창
라오스,Phonsavan,폰사반
중국,Xigaze,시가체
중국,Xilinhot,시린호트
중국,Xingtai,싱타이
중국,Xingyi,싱이
중국,Xining,시닝
중국,Xinyang,신양
중국,Xinyuan,신위안
중국,Xinzhou,신저우
중국,Jinghong,징훙
멕시코,Oaxaca,오악사카
중국,Xuzhou,쉬저우
볼리비아,YacuIba,야쿠이바
미국,Yakima,야키마
나이지리아,Jos,조스
일본,Yakushima,야쿠시마
미국,Yakutat,야쿠타트
러시아,Yakutsk,야쿠츠크
오스트레일리아,Yam Island,얌 섬
일본,Yamagata,야마가타
일본,Ube,우베
미국,Hayden,헤이든
중국,Yan'an,옌안
사우디아라비아,Yanbu,얀부
중국,Yancheng,옌청
미얀마,Yangon,양곤
대한민국,Yangyang,양양
중국,Yangzhou,양저우
중국,Yanji,옌지
중국,Yantai,옌타이
카메룬,Yaounde,야운데
미크로네시아연방,Yap,얍
콜롬비아,Barrancabermeja,바랑카베르메하
캐나다,Yarmouth,야머스
이란,Yasuj,야수즈
인도,Yavatmal,야바트말
미국,Charleston,찰스턴
대한민국,Yecheon,예천
러시아,Yedinka,예딘카
캐나다,Yellowknife,옐로나이프
미국,West Yellowstone,웨스트 옐로스톤
미국,Cody,코디
러시아,Krasnoyarsk,크라스노야르스크
나이지리아,Yenagoa Bayelsa,예나고아 바이엘사
터키,Bursa,부르사
대한민국,Yeosu/Suncheo,여수/순천
러시아,Yermolino,예르몰리노
아제르바이잔,Yevlakh,예블라흐
러시아,Eisk,예이스크
중국,Yibin,이빈
중국,Yichang,이창
중국,Yichun,이춘
중국,Yichun,이춘
중국,Yinchuan,인촨
중국,Yingkou,잉커우
중국,Yining,이닝
중국,Yiwu,이우
인도네시아,Yogyakarta,욕야카르타
콩고,Nkayi,은카이
나이지리아,Yola,욜라
일본,Yonaguni,요나구니
중국,Yongchuan,융촨
부탄,Trashigang,트라시강
중국,Yongshu Jiao,융수자오
중국,Yongzhou,융저우
캐나다,York Landing,요크 랜딩
오스트레일리아,Yorke Island,요크 섬
캐나다,Yorkton,요크턴
일본,Yoronjima,요론지마
러시아,Yoshkar-Ola,요시카르올라
미국,Youngstown,영스타운
중국,Yueyang,웨양
중국,Yulin,위린
중국,Yulin,위린
미국,Yuma,유마
중국,Yuncheng,윈청
페루,Yurimaguas,유리마구아스
중국,Yushu,위수
중국,Yutian,위톈
러시아,Yuzhno-Kurilsk,유즈노쿠릴스크
러시아,Yuzhno-Sakhalinsk,유즈노사할린스크
이란,Zabol,자볼
미국,Zachar Bay,재커 베이
크로아티아,Zadar,자다르
터키,Ktahya,퀴타히아
우루과이,Zagarzazu,사가르사수
모로코,Zagora,자고라
이란,Zahedan,자헤단
그리스,Zakynthos,자킨토스
수단,Zalingei,잘링게이
필리핀,Zamboanga,삼보앙가
아제르바이잔,Zangilan,장길란
이란,Zanjan,잔잔
우크라이나,Zaporizhzhia,자포리자
아제르바이잔,Zaqatala,자카탈라
우즈베키스탄,Zarafshan,자라프샨
스페인,Zaragoza,사라고사
아프가니스탄,Zaranj,자란지
이란,Zargan,자르간
나이지리아,Zaria,자리아
카자흐스탄,Zaysan,자이산
중앙아프리카공화국,Zemio,제미오
알제리,Tlemcen,틀렘센
미국,Zephyrhills,제퍼힐스
인도,Ziro,지로
러시아,Zeya,제야
중국,Zhalantun,자란툰
중국,Zhangjiajie,장자제
중국,Zhangjiakou,장자커우
중국,Zhangye,장이예
중국,Zhanjiang,잔장
중국,Zhaosu,자오수
중국,Zhaotong,자오퉁
중국,Zhengzhou,정저우
카자흐스탄,Zhezkazgan,제즈카즈간
러시아,Zhigansk,지가스
파키스탄,Zhob,좁
중국,Zhongwei,중웨이
중국,Zhoushan,저우산
중국,Zhuhai,주하이
우크라이나,Zhytomyr,지토미르
폴란드,Zielona Gora,지엘로나 구라
세네갈,Ziguinchor,지긴쇼르
슬로바키아,Zilina,질리나
니제르,Zinder,진데르
러시아,Zonalnoe,조날노예
터키,Zonguldak,종굴다크
수리남,Paramaribo,파라마리보
남아프리카,Phinda,핀다
브라질,Maceio,마세이오
중국,Maotai,마오타이
중국,Zunyi,쭌이
스위스,Zurich,취리히
아르메니아,Yerevan,예레반
독일,Zweibrcken,츠바이브뤼켄
러시아,Zyryanka,지랸카
인도,Kullu,쿨루
폴란드,Bialystok,비아위스토크
프랑스,Biarritz,비아리츠
필리핀,Daraga,다라가
인도,Bidar,비다르
베트남,Bien Hoa,비엔호아
캐나다,Stuart Island,스튜어트 아일랜드
미국,Big Creek,빅 크릭
캐나다,Big Trout Lake,빅 트라우트 레이크
미국,El Paso,엘패소
보스니아 헤르체고비나,Bihac,비하치
중국,Bijie,비제
인도,Bhubaneswar,부바네스와르
마샬 군도,Bikini Atoll,비키니 환초
인도,Bilaspur,빌라스푸르
스페인,Bilbao,빌바오
아이슬란드,BIldudalur,빌뒤달뤼르
필리핀,Biliran,빌리란
미국,Billings,빌링스
덴마크,Billund,빌룬
캐나다,Toronto,토론토
오스트레일리아,Biloela,빌로엘라
인도네시아,Gunungsitoli,구눙시톨리
터키,Bingl,빙골
말레이시아,Bintulu,빈툴루
네팔,Biratnagar,비라트나가르
미국,Birch Creek,버치 크리크
오스트레일리아,Birdsville,버즈빌
이란,Birjand,비르잔드
영국,Birmingham,버밍엄
미국,Birmingham,버밍햄
나이지리아,Birnin Kebbi,비르닌 케비
인도,Ranchi,란치
사우디아라비아,Bisha,비샤
미국,Flint,플린트
알제리,Biskra,비스크라
미국,Bismarck,비스마크
러시아,Biysk,비이스크
스웨덴,Bjorkvik,비외르크비크
캐나다,Black Tickle,블랙 티클
오스트레일리아,Blackall,블랙올
영국,Yateley,야틀리
영국,Blackpool,블랙풀
세네갈,Dakar,다카르
미국,Block Island,블록 아일랜드
남아프리카,Bloemfontein,블룸폰테인
오스트레일리아,Bloomfield,블룸필드
미국,Emigrant Gap,에미그런트 갭
미국,Lexington,렉싱턴
미국,Blue Mountain,블루 마운틴
니카라과,Bluefields,블루필즈
브라질,Boa Vista,보아 비스타
미국,Kiana,키아나
미국,Burbank,버뱅크
부르키나 파소,Bobo-Dioulasso,보보디울라소
미국,Boca Raton,보카 라톤
파나마,Bocas Town,보카스 타운
러시아,Bodaybo,보다이보
노르웨이,Bodo,보되
터키,Bodrum,보드룸
콩고 민주공화국,Boende,보엔데
러시아,Tomsk,톰스크
러시아,Bogorodskoye,보고로츠코예
필리핀,Panglao,팡글라오
오스트레일리아,Boigu Island,보이구 아일랜드
미국,Boise,보이시
이란,Bojnord,보즈누르드
인도,Bokaro,보카로
라오스,Bokeo,보깨오
타지키스탄,Qurghonteppa,쿠르곤테파
미얀마,Bokpyin,복핀
크로아티아,Bol,볼
중국,Bole,보러
이탈리아,Bologna,볼로냐
이탈리아,Bolzano,볼차노
브라질,Lucas do Rio Verde,루카스 두 리우 베르데
브라질,Bom Jesus,봄 제수스
콩고 민주공화국,Boma,보마
캐나다,Bonaventure,보나벤처
브라질,Bonito,보니투
미국,Bonne Terre,본 테르
키리바시,Tarawa,타라와
오스트레일리아,Boolgeeda,불기다
미국,Harrison,해리슨
프랑스령 폴리네시아,Bora Bora,보라보라
프랑스,Bordeaux,보르도
알제리,Bordj Badji Mokhtar,보르즈 바지 모흐타르
이집트,Borg El Arab,보르그 엘 아랍
독일,Borkum,보르쿰
덴마크,Bornholm,보른홀름
필리핀,Borongan,보롱안
우크라이나,Kyiv,키이우
아프가니스탄,Lashkar Gah,라슈카르가
코트디부아르,Bouake,부아케
모로코,Bouarfa,부아르파
알제리,Bechar,베샤르
미국,Boulder City,볼더 시티
오스트레일리아,Boulia,불리아
라오스,Phongsaly,퐁살리
캐나다,Vancouver,밴쿠버
오스트레일리아,Bourke,버크
영국,Bournemouth,본머스
미국,Bowling Green,볼링 그린
미국,Bozeman,보즈먼
미국,Bradford,브래드포드
미국,Windsor Locks,윈저 록스
포르투갈,Braganca,브라간사
인도,Brahmapur,브라마푸르
미국,Brainerd,브레이너드
리비아,Brak,브라크
오스트레일리아,Brampton Island,브램턴 아일랜드
캐나다,Brandon,브랜든
미국,Branson,브랜슨
브라질,BrasIlia,브라질리아
루마니아,Brasov,브라쇼브
러시아,Bratsk,브라츠크
독일,Braunschweig,브라운슈바이크
독일,Bremen,브레멘
이탈리아,Brescia,브레시아
벨라루시,Brest,브레스트
프랑스,Brest,브레스트
미국,Brevig Mission,브레비그 미션
미국,Bridgewater,브리지워터
아르헨티나,San Luis,산 루이스
이탈리아,Brindisi,브린디시
오스트레일리아,Brisbane,브리즈번
오스트레일리아,Brisbane,브리즈번
영국,Bristol,브리스틀
프랑스,Brive-la-Gaillarde,브리브라가야르드
체코,Brno,브르노
영국,Isle of Skye,스카이섬
캐나다,Brochet,브로셰
캐나다,Brockville,브록빌
오스트레일리아,Broken Hill,브로큰힐
노르웨이,Bronnoysund,브뢰뇌위순
미국,Brookings,브루킹스
오스트레일리아,Broome,브룸
미국,Madison,매디슨
브루나이,Bandar Seri Begawan,반다르세리베가완
미국,Brunswick,브런즈윅
온두라스,Brus Laguna,브루스 라구나
벨기에,Brussels,브뤼셀
벨기에,Charleroi,샤를루아
러시아,Bryansk,브랸스크
미국,Concord,콩코드
마샬 군도,Kwajalein,콰잘레인
미국,Buckland,버클랜드
헝가리,Budapest,부다페스트
코스타리카,Buenos Aires,부에노스아이레스
미국,Buffalo,버팔로
짐바브웨,Chiredzi,치레지
러시아,Bugulma,부굴마
부룬디,Bujumbura,부줌부라
파푸아뉴기니,Buka Island,부카섬
우즈베키스탄,Bukhara,부하라
탄자니아,Bukoba,부코바
몽골,Bulagtai,불라그타이
몽골,Bulgan,불간
인도네시아,Pekaulang,페카울랑
파푸아뉴기니,Bulolo,불롤로
콩고 민주공화국,Bumba,붐바
오스트레일리아,Bundaberg,번다버그
콩고 민주공화국,Bunia,부니아
베트남,Buon Ma Thuot,부온마투옷
불가리아,Burgas,부르가스
스페인,Burgos,부르고스
태국,Buriram,부리람
오스트레일리아,Burketown,버크타운
미국,Burlington,벌링턴
미국,Burlington,벌링턴
오스트레일리아,Burnie,버니
이란,Bushehr,부셰르
오스트레일리아,Busselton,버셀턴
키리바시,Butaritari Atoll,부타리타리 환초
콩고 민주공화국,Butembo,부템보
캐나다,Toronto,토론토
몽골,Ulaanbaatar,울란바토르
폴란드,Bydgoszcz,비드고슈치
베트남,Ca Mau,까마우
앙골라,Cabinda,카빈다
미국,Upland,업랜드
브라질,Cabo Frio,카부프리우
도미니카공화국,Pedernales,페데르날레스
브라질,Cacador,카사도르
브라질,Caceres,카세레스
브라질,Cachoeiro de Itapemirim,카슈에이루 지 이타페미림
베네수엘라,Puerto Ayacucho,푸에르토 아야쿠초
페루,Tarapoto,타라포토
베냉,Cotonou,코토누
프랑스,Caen,캉
필리핀,Lal-lo,랄로
이탈리아,Cagliari,칼리아리
오스트레일리아,Cairns,케언스
이집트,Cairo,카이로
이집트,Cairo,카이로
브라질,Cajazeiras,카자제이라스
프랑스,Calais-Dunkerque,칼레-됭케르크
필리핀,Calayan Island,칼라얀섬
필리핀,Calbayog,칼바요그
브라질,Caldas Novas,카우다스 노바스
캐나다,Calgary,캘거리
인도,Kozhikode,코지코드
프랑스,Calvi,칼비
베트남,NhaTrang,나트랑
영국,Cambridge,케임브리지
캐나다,Cambridge Bay,케임브리지 베이
오스트레일리아,Camden,캠든
필리핀,Mambajao,맘바자오
콜롬비아,CUcuta,쿠쿠타
미국,Hopkinsville,홉킨스빌
캐나다,Campbell River,캠벨 리버
캐나다,Campbell River,캠벨 리버
영국,Campbeltown,캠벨타운
브라질,Campina Grande,캄피나 그란데
브라질,Campinas Amarais,캄피나스 아마라이스
브라질,Campo Grande,캄포그란데
베트남,CanTho,껀터
캐나다,Saguenay-Bagotville,사그네-바고트빌
캐나다,Cranbrook,크랜브룩
베네수엘라,Canaima,카나이마
터키,canakkale,차나칼레
칠레,Osorno,오소르노
오스트레일리아,Canberra,캔버라
멕시코,CancUn,칸쿤
도미니카,Roseau,로조
바하마,Canela,카넬라
중국,Nuoliang Township,눠량 향
중국,Cangzhou,창저우
프랑스,Cannes,칸
세인트빈센트그레나딘,Canouan,카노우안
미국,Moab,모아브
세네갈,Cap Skirring,카프 스키링
페루,Tumbes,툼베스
오스트레일리아,Cape Barren Island,케이프 배런 아일랜드
캐나다,Cape Dorset,케이프 도싯
미국,Cape Girardeau,케이프 지라르도
미국,Cape Lisburne,케이프 리스번
남아프리카,Cape Town,케이프타운
남아프리카,Cape Winelands,케이프 와인랜즈
미국,Harrisburg,해리스버그
브라질,Cacoal,카코알
미국,Lansing,랜싱
볼리비아,SanIgnacio,산이그나시오
페루,Pisco,피스코
페루,Talara,탈라라
볼리비아,San Borja,산 보르하
아르헨티나,SanJulian,산훌리안
볼리비아,Tarija,타리하
아르헨티나,La Rioja,라 리오하
볼리비아,Cobija,코비하
볼리비아,PotosI,포토시
파나마,La Palma,라 팔마
콜롬비아,Capurgana,카푸르가나
인도,Car Nicobar,카 니코바르
브라질,Caracarai,카라카라이
브라질,Parauapebas,파라우아페바스
