question,slots,intent_list
오늘 체크 인 카운터 줄이 길까,"{""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
오늘 공항 들어가는 데 오래 걸릴까,"{""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
오늘 입국 장 붐비는 시간 은 언제 야,"{""area"": ""arrival"", ""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""], ""congestion_keywords"": [""붐비""]}","[""airport_congestion_prediction""]"
입국 장 은 지금 여유 있나,"{""area"": ""arrival"", ""vague_time"": ""지금"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
입국 심사 받으려면 오래 걸릴까,"{""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
체크 인 데스크 에 사람 이 몰리는 시간대 가 있어,"{""is_daily"": false, ""date_type"": ""today"", ""congestion_keywords"": [""사람""]}","[""airport_congestion_prediction""]"
오후 게이트 2 번 앞 에 사람 많아,"{""gate"": ""2"", ""time_period"": ""오후"", ""is_daily"": false, ""date_type"": ""today"", ""congestion_keywords"": [""사람""]}","[""airport_congestion_prediction""]"
1 층 게이트 중 에서 제일 조용한 곳 이 어디 야,"{""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
게이트 입구 마다 혼잡 도 차이 가 있어,"{""is_daily"": false, ""date_type"": ""today"", ""congestion_keywords"": [""혼잡도"", ""혼잡""]}","[""airport_congestion_prediction""]"
입국 장 줄 많이 서 있어,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
오늘 공항 게이트 어디가 가장 붐벼,"{""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
이따 체크 인할 때 줄 길까,"{""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
지금 입국 장 상황 어떻게 보여,"{""area"": ""arrival"", ""vague_time"": ""지금"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
게이트 앞 에 앉을 자리는 있을까,"{""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
공항 입구 마다 인파 차이 가 나,"{""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
오늘 게이트 앞 에 짐 많은 사람 들 많아,"{""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""today"", ""congestion_keywords"": [""사람""]}","[""airport_congestion_prediction""]"
입국 장 들어가는 데 시간 얼마나 걸릴까,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
공항 내부 대 기 시간 이 길어,"{""is_daily"": false, ""date_type"": ""today"", ""congestion_keywords"": [""대기시간""]}","[""airport_congestion_prediction""]"
2시간 뒤 에 공항 붐빌까,"{""relative_time"": ""2시간 뒤"", ""is_daily"": false, ""date_type"": ""today"", ""hour"": 2}","[""airport_congestion_prediction""]"
오전 10시 쯤 공항 인파 는 어느 정도 일까,"{""time_period"": ""오전"", ""hour"": 10, ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
오늘 밤 공항 은 한산할까,"{""date"": ""오늘"", ""time_period"": ""밤"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
아침 6시 비행기 타려면 몇 시 에 가야 여유 로 울까,"{""time_period"": ""아침"", ""hour"": 6, ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
1시간 후 공항 게이트 대기줄 많을까,"{""relative_time"": ""1시간 후"", ""is_daily"": false, ""date_type"": ""today"", ""hour"": 1}","[""airport_congestion_prediction""]"
오후 5시 에 체크 인하면 대기 오래 걸릴까,"{""time_period"": ""오후"", ""hour"": 5, ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
다음 비행기 시간 전후 로 사람 이 많을까,"{""is_daily"": false, ""date_type"": ""today"", ""congestion_keywords"": [""사람""]}","[""airport_congestion_prediction""]"
오후 늦게 가면 줄 덜 서도 될까,"{""time_period"": ""오후"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
오늘 자정 쯤 공항 상황 은 어때,"{""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
이따 공항 갈 건데 그 시간 엔 인파 없을까,"{""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
나 지금 공항 갈까 말까 고민 중 인데 혼잡할까,"{""vague_time"": ""지금"", ""is_daily"": false, ""date_type"": ""today"", ""congestion_keywords"": [""혼잡""]}","[""airport_congestion_prediction""]"
오늘 너무 붐비면 좀 늦게 갈까 싶어,"{""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""today"", ""congestion_keywords"": [""붐비""]}","[""airport_congestion_prediction""]"
줄 너무 길면 애기 랑 같이 가기 힘들 것 같아,"{""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
지금 공항 가면 무리 일까,"{""vague_time"": ""지금"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
오늘 공항 북적 이 면 불안한데 어때 보여,"{""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
오늘 공항 이 한산하면 좋을 텐데,"{""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
공항 줄 많을까 걱정 돼,"{""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
입국 장 복잡하면 오래 걸릴까 봐 걱정 이야,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
공항 안 복잡한 시간 에 가고 싶은데 언제 가 좋을까,"{""relative_time"": ""1시간"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
오늘 공항 가는 거 무리 없을까,"{""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
오전 이랑 오후 중 언제 가 덜 붐빌까,"{""time_period"": ""오전"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
오늘이 랑 내일 중 언제 가 더 한산할까,"{""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""tomorrow""}","[""airport_congestion_prediction""]"
게이트 A 랑 B 중 에 어디가 더 여유 있어 보여,"{""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
체크 인 카운터 중 에 제일 빨리 처리 되는 곳 은,"{""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
인천공항 이 김포 보다 오늘 더 붐벼,"{""date"": ""오늘"", ""airport_name"": ""김포"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
오후 비행 편 많은 시간대 에 사람 많겠지,"{""is_daily"": false, ""date_type"": ""today"", ""congestion_keywords"": [""사람""]}","[""airport_congestion_prediction""]"
오늘 같은 날 은 공항 몇 시 에 제일 붐벼,"{""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
입국 자 많은 날이면 1 층 이 더 혼잡해지는 거야,"{""is_daily"": false, ""date_type"": ""today"", ""congestion_keywords"": [""혼잡""]}","[""airport_congestion_prediction""]"
게이트 B 가 항상 조용한 편이 야,"{""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
지금 공항 1 층 실시간 으로 보면 사람 이 많아,"{""vague_time"": ""지금"", ""is_daily"": false, ""date_type"": ""today"", ""congestion_keywords"": [""사람""]}","[""airport_congestion_prediction""]"
현재 입국 장 대기 시간 얼마나 걸려,"{""area"": ""arrival"", ""vague_time"": ""현재"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""], ""congestion_keywords"": [""대기시간""]}","[""airport_congestion_prediction""]"
공항 CCTV 보면 사람 이 얼마나 있어 보여,"{""is_daily"": false, ""date_type"": ""today"", ""congestion_keywords"": [""사람""]}","[""airport_congestion_prediction""]"
지금 공항 혼잡 도 지수 는 어때,"{""vague_time"": ""지금"", ""is_daily"": false, ""date_type"": ""today"", ""congestion_keywords"": [""혼잡도"", ""혼잡""]}","[""airport_congestion_prediction""]"
오늘 공항 실시간 데이터 로 보면 북적 여,"{""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
공항 앱 에 뜨는 혼잡 도랑 실제 랑 비슷해,"{""is_daily"": false, ""date_type"": ""today"", ""congestion_keywords"": [""혼잡도"", ""혼잡""]}","[""airport_congestion_prediction""]"
현재 게이트 A 쪽 이 북적 이 는 중이 야,"{""vague_time"": ""현재"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
입국 장 에 대형 수하물 줄 서 있어,"{""area"": ""arrival"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
공항 현재 상태 데이터 기반 으로 알려줘,"{""vague_time"": ""현재"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
공항 들어가는 데 보안 검색 얼마나 걸려,"{""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
주말 엔 공항 1 층 이 더 붐비는 편이 야,"{""is_daily"": false, ""date_type"": ""today"", ""congestion_keywords"": [""붐비""]}","[""airport_congestion_prediction""]"
오늘 비 오는데 공항 인파 더 많을까,"{""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
명절 전날 이라 그런지 오늘 공항 많을까,"{""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
평일 낮 엔 공항 덜 혼잡하지,"{""is_daily"": false, ""date_type"": ""today"", ""congestion_keywords"": [""혼잡""]}","[""airport_congestion_prediction""]"
비행기 지연 많으면 공항 도 북적 여,"{""flight_status"": ""지연"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
오늘 휴가 철 이라 그런지 공항 북적 이 겠지,"{""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
내일 날씨 맑으면 더 붐비겠지,"{""date"": ""내일"", ""is_daily"": false, ""date_type"": ""tomorrow"", ""congestion_keywords"": [""붐비""]}","[""airport_congestion_prediction""]"
방학 시즌 이라 지금 공항 복잡할까,"{""vague_time"": ""지금"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
오늘 휴일 이라 공항 상황 안 좋을까,"{""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
저녁 피크 타임 에 공항 가도 될까,"{""time_period"": ""저녁"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
지금 공항 북적 이니,"{""vague_time"": ""지금"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
오늘 공항 어떻지,"{""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
공항 1 층 지금 상태 는,"{""vague_time"": ""지금"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
입국 장 상황 은 지금 어때,"{""area"": ""arrival"", ""vague_time"": ""지금"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
내일 공항 복잡해,"{""date"": ""내일"", ""is_daily"": false, ""date_type"": ""tomorrow""}","[""airport_congestion_prediction""]"
입국 자 줄 서 있어,"{""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
공항 에 대기 줄 있나,"{""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
오늘 게이트 북적 여,"{""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
공항 입구 붐비는 중이 야,"{""is_daily"": false, ""date_type"": ""today"", ""congestion_keywords"": [""붐비""]}","[""airport_congestion_prediction""]"
지금 입국 장 한산해,"{""area"": ""arrival"", ""vague_time"": ""지금"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""입국장""]}","[""airport_congestion_prediction""]"
내일 공항 출국 장 에 사람 많을까,"{""area"": ""departure"", ""date"": ""내일"", ""is_daily"": false, ""date_type"": ""tomorrow"", ""areas"": [""출국장""], ""congestion_keywords"": [""사람""]}","[""airport_congestion_prediction""]"
지금 공항 출국 장 붐비고 있어,"{""area"": ""departure"", ""vague_time"": ""지금"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""출국장""], ""congestion_keywords"": [""붐비""]}","[""airport_congestion_prediction""]"
이따 공항 출국 장 북적 일까,"{""area"": ""departure"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""출국장""]}","[""airport_congestion_prediction""]"
출국 수속 줄 길겠지,"{""location_keyword"": ""수속"", ""is_daily"": false, ""date_type"": ""today""}","[""airport_congestion_prediction""]"
체크 인 카운터 지금 붐비는 중이 야,"{""vague_time"": ""지금"", ""is_daily"": false, ""date_type"": ""today"", ""congestion_keywords"": [""붐비""]}","[""airport_congestion_prediction""]"
오늘 공항 출국 게이트 에 사람 얼마나 있어,"{""area"": ""departure"", ""date"": ""오늘"", ""is_daily"": false, ""date_type"": ""today"", ""congestion_keywords"": [""사람""]}","[""airport_congestion_prediction""]"
오후 에 공항 출국 장이 제일 혼잡할까,"{""area"": ""departure"", ""time_period"": ""오후"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""출국장""], ""congestion_keywords"": [""혼잡""]}","[""airport_congestion_prediction""]"
출국 수속 대기 시간 얼마나 될까,"{""location_keyword"": ""수속"", ""is_daily"": false, ""date_type"": ""today"", ""congestion_keywords"": [""대기시간""]}","[""airport_congestion_prediction""]"
공항 출국 장 줄 길까 걱정 이야,"{""area"": ""departure"", ""is_daily"": false, ""date_type"": ""today"", ""areas"": [""출국장""]}","[""airport_congestion_prediction""]"
