intent,question
departure_congestion_prediction,오늘 아침 6시 인천공항 입국장 전체 혼잡도는요
departure_congestion_prediction,내일 밤 11시 1터미널 전체 입국장 총 몇 명 예상돼요
departure_congestion_prediction,오늘 오후 7시 1터미널 D 입국장에 사람 많아요
departure_congestion_prediction,내일 새벽 4시 2터미널 입국장 한가하겠죠
departure_congestion_prediction,오늘 오전 8시 1터미널 EF 입국장 예상 인원 좀 알려주세요
departure_congestion_prediction,내일 오후 2시 1터미널 AB 입국장 괜찮을까요
departure_congestion_prediction,오늘 오후 3시 2터미널 A 입국장에 사람 얼마나 될까요
departure_congestion_prediction,내일 오전 10시 1터미널 입국장 전체 현황 어때요
departure_congestion_prediction,오늘 밤 12시 인천공항 입국장 많이 붐빌 것 같아요
departure_congestion_prediction,내일 오후 12시 2터미널 입국장 총 인원 궁금해요
departure_congestion_prediction,오늘 오후 4시 1터미널 C 입국장 혼잡도 좀요
departure_congestion_prediction,내일 오전 6시 1터미널 D 입국장 사람 좀 있나요
departure_congestion_prediction,오늘 오전 9시 2터미널 B 입국장 얼마나 붐빌까요
departure_congestion_prediction,내일 밤 8시 1터미널 EF 입국장 예상 인원 좀요
departure_congestion_prediction,오늘 오전 7시 인천공항 입국장 전체적인 혼잡도 어때요
departure_congestion_prediction,내일 밤 9시 1터미널 전체 입국장 상황 좀 알려주세요
departure_congestion_prediction,오늘 오후 2시 1터미널 AB 입국장에 얼마나 올까요
departure_congestion_prediction,내일 새벽 1시 2터미널 입국장 정말 조용할까요
departure_congestion_prediction,오늘 오전 10시 1터미널 C 입국장 예상 혼잡도 좀요
departure_congestion_prediction,내일 오후 5시 1터미널 D 입국장 괜찮을까요
departure_congestion_prediction,오늘 오후 1시 2터미널 A 입국장에 사람 많을 것 같아요
departure_congestion_prediction,내일 오전 11시 1터미널 입국장 전체적으로 얼마나 복잡할까요
departure_congestion_prediction,오늘 오후 3시 1터미널 EF 입국장 예상 혼잡도 어때요
departure_congestion_prediction,내일 오전 5시 1터미널 AB 입국장 얼마나 한가할까요
departure_congestion_prediction,오늘 오후 12시 2터미널 B 입국장에 사람 좀 있나요
departure_congestion_prediction,내일 오후 6시 1터미널 D 입국장 혼잡도 궁금해요
departure_congestion_prediction,오늘 오후 1시 1터미널 C 입국장에 얼마나 올까요
departure_congestion_prediction,오늘 오후 2시 1터미널 AB 입국장 몇 명 예상돼요
departure_congestion_prediction,내일 오전 8시 1터미널 EF 입국장 괜찮을까요
departure_congestion_prediction,오늘 오전 11시 1터미널 D 입국장 혼잡도 좀요
departure_congestion_prediction,내일 오전 4시 1터미널 C 입국장 사람 거의 없겠죠
departure_congestion_prediction,오늘 오후 1시 2터미널 A 입국장에 얼마나 들어올까요
departure_congestion_prediction,오늘 오전 8시 1터미널 C 입국장 예상 인원 좀 알려주세요
departure_congestion_prediction,오늘 오후 4시 1터미널 EF 입국장 혼잡도 좀요
departure_congestion_prediction,오늘 오전 10시 1터미널 AB 입국장 예상 혼잡도 좀요
departure_congestion_prediction,내일 오후 5시 1터미널 EF 입국장 괜찮을까요
departure_congestion_prediction,오늘 오후 3시 1터미널 C 입국장 예상 혼잡도 어때요
departure_congestion_prediction,내일 오후 6시 1터미널 AB 입국장 혼잡도 궁금해요
departure_congestion_prediction,오늘 오후 1시 1터미널 EF 입국장에 얼마나 올까요
departure_congestion_prediction,내일 오전 8시 1터미널 AB 입국장 괜찮을까요
departure_congestion_prediction,오늘 오후 2시 1터미널 AB 입국장 얼마나 붐빌까요
departure_congestion_prediction,내일 아침 7시 2터미널 입국장 혼잡도 좀 알려주세요
departure_congestion_prediction,오늘 오후 3시 1터미널 EF 입국장에 사람 엄청 많을까요
departure_congestion_prediction,내일 저녁 5시 2터미널 B 입국장 상황 어때요 좀 한가할까요
departure_congestion_prediction,오늘 오전 9시 인천공항 입국장 전체 다 복잡할까요
departure_congestion_prediction,오늘 오후 4시 1터미널 C 입국장에 얼마나 올까요
departure_congestion_prediction,내일 새벽 2시 2터미널 전체 입국장 엄청 조용하겠죠
departure_congestion_prediction,오늘 오전 8시 1터미널 D 입국장에 몇 명이나 있을까요
departure_congestion_prediction,내일 오후 6시 1터미널 EF 입국장 많이 막힐까요
departure_congestion_prediction,오늘 오후 6시 2터미널 A 입국장에 사람 좀 있나요
departure_congestion_prediction,내일 오전 10시 1터미널 전체 입국장 현황 좀 봐주세요
departure_congestion_prediction,오늘 밤 9시 인천공항 입국장 많이 기다려야 해요
departure_congestion_prediction,내일 오후 3시 2터미널 입국장 총 몇 명쯤 들어올까요
departure_congestion_prediction,오늘 오후 1시 1터미널 AB 입국장 지금 어떤가요
departure_congestion_prediction,내일 아침 5시 1터미널 C 입국장 붐빌까 봐 걱정돼요
departure_congestion_prediction,오늘 정오 11시 2터미널 B 입국장에 예상 인원수가 어떻게 돼요
departure_congestion_prediction,내일 밤 7시 1터미널 D 입국장 많이 분주할까요
departure_congestion_prediction,오늘 아침 7시 인천공항 모든 입국장 상황 알려주세요
departure_congestion_prediction,내일 밤 8시 1터미널 전체 입국장은 얼마나 붐빌까요
departure_congestion_prediction,오늘 오후 5시 1터미널 EF 입국장에 도착하는 사람 몇 명이에요
departure_congestion_prediction,내일 새벽 2시 2터미널 입국장은 한산하겠죠
departure_congestion_prediction,오늘 오전 6시 1터미널 D 입국장 예측 인원 좀 알려주세요
departure_congestion_prediction,내일 오후 4시 1터미널 AB 입국장은 평소랑 비슷할까요
departure_congestion_prediction,오늘 오후 3시 2터미널 A 입국장에 사람 많이 몰리나요
departure_congestion_prediction,내일 오후 12시 1터미널 입국장 전체 얼마나 혼잡할까요
departure_congestion_prediction,오늘 밤 10시 인천공항 입국장에 사람 많을까요
departure_congestion_prediction,내일 밤 9시 2터미널 입국장 총 예상 인원이 궁금해요
departure_congestion_prediction,오늘 오후 2시 1터미널 EF 입국장 상황 좀 알려줘
departure_congestion_prediction,내일 오전 4시 1터미널 C 입국장 혼잡도 예상 좀 해주세요
departure_congestion_prediction,오늘 오전 9시 2터미널 B 입국장에 사람이 얼마나 될까요
departure_congestion_prediction,오늘 오전 8시 인천공항 입국장 전반적으로 어때요
departure_congestion_prediction,내일 오후 6시 1터미널 전체 입국장 인원 수 좀 봐주세요
departure_congestion_prediction,오늘 오후 12시 1터미널 C 입국장에 사람 많나요
departure_congestion_prediction,내일 새벽 1시 2터미널 입국장은 한가한 편인가요
departure_congestion_prediction,오늘 오후 1시 1터미널 AB 입국장 예상 승객수 알려줘
departure_congestion_prediction,내일 오전 7시 1터미널 EF 입국장 복잡할까요
departure_congestion_prediction,오늘 오후 4시 2터미널 B 입국장에 사람 많을까요
departure_congestion_prediction,내일 오전 8시 1터미널 입국장 전체적으로 어때요
departure_congestion_prediction,오늘 밤 8시 인천공항 입국장 많이 북적일까요
departure_congestion_prediction,내일 오후 2시 2터미널 입국장 총 인원 얼마나 될까요
departure_congestion_prediction,오늘 오전 10시 1터미널 D 입국장 예상 혼잡도 어때요
departure_congestion_prediction,내일 오전 3시 1터미널 C 입국장에 사람 거의 없겠죠
departure_congestion_prediction,오늘 오후 12시 2터미널 A 입국장에 얼마나 올 것 같아요
departure_congestion_prediction,내일 밤 9시 1터미널 EF 입국장 혼잡할까요
departure_congestion_prediction,오늘 아침 5시 인천공항 입국장 전체적으로 어떤가요
departure_congestion_prediction,내일 밤 10시 1터미널 전체 입국장 얼마나 올까요
departure_congestion_prediction,오늘 오후 6시 1터미널 AB 입국장에 사람 많아요
departure_congestion_prediction,내일 새벽 3시 2터미널 입국장은 정말 한산하겠네요
departure_congestion_prediction,오늘 오전 7시 1터미널 C 입국장 예상 인원 부탁해요
departure_congestion_prediction,내일 오후 1시 1터미널 D 입국장 괜찮을까요
departure_congestion_prediction,오늘 오후 2시 2터미널 B 입국장에 사람 얼마나 될까요
departure_congestion_prediction,내일 오전 9시 1터미널 입국장 다 합쳐서 몇 명이에요
departure_congestion_prediction,오늘 밤 11시 인천공항 입국장 많이 붐빌까요
departure_congestion_prediction,내일 오후 11시 2터미널 입국장 총 인원수 좀 봐주세요
departure_congestion_prediction,오늘 오후 3시 1터미널 EF 입국장 혼잡할 것 같아요
departure_congestion_prediction,내일 오전 5시 1터미널 AB 입국장 사람 좀 있나요
departure_congestion_prediction,오늘 오전 8시 2터미널 A 입국장 얼마나 붐빌까요
departure_congestion_prediction,내일 밤 7시 1터미널 C 입국장 예상 인원 좀요
departure_congestion_prediction,오늘 오전 6시 인천공항 입국장 전반적인 혼잡도 어때요
departure_congestion_prediction,내일 밤 8시 1터미널 전체 입국장 상황 좀 알려주세요
departure_congestion_prediction,오늘 오후 1시 1터미널 D 입국장에 얼마나 올까요
departure_congestion_prediction,내일 새벽 12시 2터미널 입국장은 정말 조용할까요
departure_congestion_prediction,오늘 오전 9시 1터미널 EF 입국장 예상 혼잡도 좀요
departure_congestion_prediction,내일 오후 4시 1터미널 C 입국장은 괜찮을까요
departure_congestion_prediction,오늘 오후 12시 2터미널 B 입국장에 사람 많을까요
departure_congestion_prediction,내일 오전 10시 1터미널 입국장 전체 얼마나 복잡할까요
departure_congestion_prediction,오늘 밤 9시 인천공항 입국장 사람 많겠죠
departure_congestion_prediction,내일 오후 3시 2터미널 입국장 전체적으로 몇 명이에요
departure_congestion_prediction,오늘 오후 2시 1터미널 AB 입국장 예상 혼잡도 어때요
departure_congestion_prediction,내일 오전 4시 1터미널 D 입국장 얼마나 한가할까요
departure_congestion_prediction,오늘 오후 11시 2터미널 A 입국장에 사람 좀 있나요
departure_congestion_prediction,내일 오후 5시 1터미널 EF 입국장 혼잡도 궁금해요
departure_congestion_prediction,오늘 오전 7시 인천공항 입국장 상황 좀 알려주세요
departure_congestion_prediction,내일 오후 6시 1터미널 입국장 총 예상 인원수는요
departure_congestion_prediction,오늘 오후 12시 1터미널 C 입국장에 얼마나 올까요
departure_congestion_prediction,내일 새벽 2시 2터미널 입국장 한산한가요
departure_congestion_prediction,오늘 오후 1시 1터미널 AB 입국장 몇 명 예상돼요
departure_congestion_prediction,내일 오전 7시 1터미널 D 입국장 괜찮을까요
departure_congestion_prediction,오늘 오후 4시 2터미널 A 입국장에 사람 많을 것 같아요
departure_congestion_prediction,내일 오전 8시 1터미널 입국장 전체적으로 어떤가요
